ACCIDENT DATE,ACCIDENT TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2019-08-28T00:00:00.000,11:58,BROOKLYN,11218,,,,OCEAN PARKWAY                   ,DITMAS AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4196569,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-15T00:00:00.000,18:40,BROOKLYN,11236,40.652493,-73.90902,"{'type': 'Point', 'coordinates': [-73.90902, 40.652493]}",,,714       EAST 98 STREET                ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4189255,Station Wagon/Sport Utility Vehicle,Bike,,,
2019-08-22T00:00:00.000,14:00,QUEENS,11415,,,,KEW GARDEN ROAD                 ,84 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4193396,Sedan,,,,
2019-08-27T00:00:00.000,22:00,QUEENS,11434,40.664326,-73.78007,"{'type': 'Point', 'coordinates': [-73.78007, 40.664326]}",145 ROAD                        ,158 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4196258,Sedan,,,,
2019-08-29T00:00:00.000,18:24,,,40.6674,-73.773636,"{'type': 'Point', 'coordinates': [-73.773636, 40.6674]}",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4196787,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-20T00:00:00.000,17:08,,,40.668797,-73.93113,"{'type': 'Point', 'coordinates': [-73.93113, 40.668797]}",EASTERN PARKWAY                 ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4191928,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-26T00:00:00.000,23:23,MANHATTAN,10038,40.70949,-74.01025,"{'type': 'Point', 'coordinates': [-74.01025, 40.70949]}",,,160       BROADWAY                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4195628,Garbage or Refuse,Taxi,,,
2019-08-29T00:00:00.000,15:34,,,,,,BELT PARKWAY RAMP               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4197254,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-19T00:00:00.000,19:14,,,40.844524,-73.902725,"{'type': 'Point', 'coordinates': [-73.902725, 40.844524]}",WEBSTER AVENUE                  ,CROSS BRONX EXPRESSWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4191482,Sedan,E-Bik,,,
2019-08-18T00:00:00.000,10:30,,,40.674107,-73.8484,"{'type': 'Point', 'coordinates': [-73.8484, 40.674107]}",PITKIN AVENUE                   ,88 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4190251,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-27T00:00:00.000,18:30,BROOKLYN,11215,40.66891,-73.98751,"{'type': 'Point', 'coordinates': [-73.98751, 40.66891]}",,,356       10 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4195879,Station Wagon/Sport Utility Vehicle,,,,
2019-08-08T00:00:00.000,13:15,QUEENS,11366,,,,182 STREET                      ,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4186074,Sedan,,,,
2019-08-23T00:00:00.000,13:30,QUEENS,11692,40.594242,-73.7953,"{'type': 'Point', 'coordinates': [-73.7953, 40.594242]}",,,447       BEACH 66 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4193677,Station Wagon/Sport Utility Vehicle,,,,
2019-08-26T00:00:00.000,13:15,MANHATTAN,10022,40.76161,-73.97076,"{'type': 'Point', 'coordinates': [-73.97076, 40.76161]}",PARK AVENUE                     ,EAST 57 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4195336,Sedan,Taxi,,,
2019-08-07T00:00:00.000,11:02,BROOKLYN,11218,40.642258,-73.979324,"{'type': 'Point', 'coordinates': [-73.979324, 40.642258]}",,,481       MC DONALD AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4185471,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-25T00:00:00.000,20:24,BRONX,10466,40.891655,-73.85953,"{'type': 'Point', 'coordinates': [-73.85953, 40.891655]}",EAST 230 STREET                 ,LOWERRE PLACE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,4194639,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-18T00:00:00.000,18:25,MANHATTAN,10002,40.718792,-73.98902,"{'type': 'Point', 'coordinates': [-73.98902, 40.718792]}",DELANCEY STREET                 ,LUDLOW STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4191127,Sedan,Sedan,,,
2019-08-26T00:00:00.000,14:10,BROOKLYN,11226,40.65149,-73.95382,"{'type': 'Point', 'coordinates': [-73.95382, 40.65149]}",,,159       MARTENSE STREET               ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4195408,Sedan,Sedan,,,
2019-08-22T00:00:00.000,11:00,STATEN ISLAND,10305,40.61486,-74.06464,"{'type': 'Point', 'coordinates': [-74.06464, 40.61486]}",,,49        HYLAN BOULEVARD               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4193251,Sedan,Sedan,,,
2019-08-03T00:00:00.000,9:21,BRONX,10451,40.826855,-73.922676,"{'type': 'Point', 'coordinates': [-73.922676, 40.826855]}",EAST 161 STREET                 ,GRAND CONCOURSE,,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,Unspecified,Unspecified,,4182216,Sedan,Sedan,Sedan,Sedan,
2019-08-09T00:00:00.000,14:34,MANHATTAN,10016,40.74608,-73.974945,"{'type': 'Point', 'coordinates': [-73.974945, 40.74608]}",2 AVENUE                        ,EAST 36 STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4187611,Bike,Sedan,,,
2019-08-27T00:00:00.000,10:00,,,40.818233,-73.95273,"{'type': 'Point', 'coordinates': [-73.95273, 40.818233]}",WEST 134 STREET                 ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4195523,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-08T00:00:00.000,6:15,,,40.69324,-73.92865,"{'type': 'Point', 'coordinates': [-73.92865, 40.69324]}",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,4185321,Sedan,Taxi,,,
2019-08-06T00:00:00.000,13:45,STATEN ISLAND,10309,40.523136,-74.21625,"{'type': 'Point', 'coordinates': [-74.21625, 40.523136]}",AMBOY ROAD                      ,STATION AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4187547,Station Wagon/Sport Utility Vehicle,,,,
2019-08-20T00:00:00.000,11:37,MANHATTAN,10026,40.798252,-73.95249,"{'type': 'Point', 'coordinates': [-73.95249, 40.798252]}",LENOX AVENUE                    ,WEST 110 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Turning Improperly,,,,4192143,Sedan,Box Truck,,,
2019-08-06T00:00:00.000,10:55,,,40.728947,-73.92793,"{'type': 'Point', 'coordinates': [-73.92793, 40.728947]}",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,4185341,Sedan,Box Truck,,,
2019-08-11T00:00:00.000,21:00,QUEENS,11434,40.660347,-73.767975,"{'type': 'Point', 'coordinates': [-73.767975, 40.660347]}",147 AVENUE                      ,BREWER BOULEVARD,,1,0,1,0,0,0,0,0,Unspecified,,,,,4187129,Sedan,,,,
2019-08-30T00:00:00.000,14:15,QUEENS,11414,40.666374,-73.84998,"{'type': 'Point', 'coordinates': [-73.84998, 40.666374]}",,,84-000    153 AVENUE                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,4197266,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-14T00:00:00.000,1:40,BRONX,10465,40.819683,-73.80961,"{'type': 'Point', 'coordinates': [-73.80961, 40.819683]}",PRENTISS AVENUE                 ,THROGS NECK EXPRESSWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4188512,Sedan,Sedan,,,
2019-08-18T00:00:00.000,12:30,QUEENS,11373,40.736046,-73.87278,"{'type': 'Point', 'coordinates': [-73.87278, 40.736046]}",JUSTICE AVENUE                  ,90 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4190868,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-13T00:00:00.000,13:00,BROOKLYN,11214,40.592335,-73.99312,"{'type': 'Point', 'coordinates': [-73.99312, 40.592335]}",25 AVENUE                       ,CROPSEY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4188242,Sedan,Sedan,,,
2019-08-20T00:00:00.000,10:13,,,40.769703,-73.914,"{'type': 'Point', 'coordinates': [-73.914, 40.769703]}",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4192951,Flat Bed,Sedan,,,
2019-08-30T00:00:00.000,8:30,,,40.70638,-73.79998,"{'type': 'Point', 'coordinates': [-73.79998, 40.70638]}",89 AVENUE                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4199003,Sedan,Sedan,,,
2019-08-04T00:00:00.000,17:30,,,,,,BRONX WHITESTONE BRIDGE         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4185090,Sedan,Sedan,,,
2019-08-13T00:00:00.000,3:12,,,40.68614,-73.84618,"{'type': 'Point', 'coordinates': [-73.84618, 40.68614]}",95 STREET                       ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4187929,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2019-11-05T00:00:00.000,18:00,,,40.632046,-74.164154,"{'type': 'Point', 'coordinates': [-74.164154, 40.632046]}",,,168       BRABANT STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4235911,Sedan,,,,
2019-08-07T00:00:00.000,4:15,,,,,,TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4188813,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-18T00:00:00.000,23:05,BRONX,10475,40.88485,-73.826805,"{'type': 'Point', 'coordinates': [-73.826805, 40.88485]}",,,3500      CONNER STREET                 ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4190681,Sedan,Sedan,,,
2019-08-08T00:00:00.000,20:30,,,40.70239,-73.924644,"{'type': 'Point', 'coordinates': [-73.924644, 40.70239]}",KNICKERBOCKER AVENUE            ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4185752,Station Wagon/Sport Utility Vehicle,,,,
2019-08-05T00:00:00.000,20:30,,,40.66278,-73.88086,"{'type': 'Point', 'coordinates': [-73.88086, 40.66278]}",ASHFORD STREET                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4184437,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-14T00:00:00.000,22:30,QUEENS,11361,40.7636,-73.77098,"{'type': 'Point', 'coordinates': [-73.77098, 40.7636]}",41 AVENUE                       ,BELL BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4188757,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-03T00:00:00.000,0:15,BROOKLYN,11224,40.579926,-73.98551,"{'type': 'Point', 'coordinates': [-73.98551, 40.579926]}",,,3089      CROPSEY AVENUE                ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4182987,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-03T00:00:00.000,23:20,,,40.632164,-74.166336,"{'type': 'Point', 'coordinates': [-74.166336, 40.632164]}",SOUTH AVENUE                    ,BRABANT STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4182125,Sedan,Sedan,,,
2019-08-03T00:00:00.000,14:40,,,40.721985,-73.84523,"{'type': 'Point', 'coordinates': [-73.84523, 40.721985]}",QUEENS BOULEVARD                ,70 ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4182126,Taxi,Station Wagon/Sport Utility Vehicle,,,
2019-08-23T00:00:00.000,21:00,,,,,,BROOKLYN BRIDGE                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4193659,Sedan,Sedan,,,
2019-08-09T00:00:00.000,7:38,QUEENS,11354,40.768326,-73.80762,"{'type': 'Point', 'coordinates': [-73.80762, 40.768326]}",33 AVENUE                       ,157 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4185672,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-20T00:00:00.000,13:10,MANHATTAN,10039,40.829155,-73.93728,"{'type': 'Point', 'coordinates': [-73.93728, 40.829155]}",WEST 155 STREET                 ,8 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4192202,Taxi,Van,,,
2019-08-08T00:00:00.000,15:05,BRONX,10465,40.83584,-73.8364,"{'type': 'Point', 'coordinates': [-73.8364, 40.83584]}",WATERBURY AVENUE                ,BALCOM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4189757,Sedan,,,,
2019-08-07T00:00:00.000,17:32,QUEENS,11412,40.68782,-73.75677,"{'type': 'Point', 'coordinates': [-73.75677, 40.68782]}",,,120-07    192 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,4184735,Sedan,,,,
2019-08-17T00:00:00.000,16:40,MANHATTAN,10012,40.725544,-74.00207,"{'type': 'Point', 'coordinates': [-74.00207, 40.725544]}",,,104       THOMPSON STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4190428,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-12T00:00:00.000,4:23,,,40.862778,-73.906166,"{'type': 'Point', 'coordinates': [-73.906166, 40.862778]}",WEST FORDHAM ROAD               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4187374,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-04T00:00:00.000,9:14,MANHATTAN,10002,40.71988,-73.98172,"{'type': 'Point', 'coordinates': [-73.98172, 40.71988]}",,,128       PITT STREET                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,4182911,Station Wagon/Sport Utility Vehicle,,,,
2019-08-14T00:00:00.000,10:00,QUEENS,11413,40.667137,-73.752754,"{'type': 'Point', 'coordinates': [-73.752754, 40.667137]}",224 STREET                      ,143 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4188733,Taxi,Station Wagon/Sport Utility Vehicle,,,
2019-08-20T00:00:00.000,14:15,,,40.812744,-73.937645,"{'type': 'Point', 'coordinates': [-73.937645, 40.812744]}",EAST 135 STREET                 ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4192988,Sedan,E350,,,
2019-08-06T00:00:00.000,14:15,MANHATTAN,10013,40.716988,-73.99825,"{'type': 'Point', 'coordinates': [-73.99825, 40.716988]}",,,195A      CANAL STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4184018,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-17T00:00:00.000,4:40,QUEENS,11419,40.693012,-73.82493,"{'type': 'Point', 'coordinates': [-73.82493, 40.693012]}",,,121-26    95 AVENUE                     ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4190550,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-30T00:00:00.000,19:00,BROOKLYN,11239,40.65136,-73.86971,"{'type': 'Point', 'coordinates': [-73.86971, 40.65136]}",,,501       GATEWAY DRIVE                 ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4197612,Sedan,,,,
2019-08-15T00:00:00.000,9:57,BROOKLYN,11209,40.626373,-74.02988,"{'type': 'Point', 'coordinates': [-74.02988, 40.626373]}",82 STREET                       ,3 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4189071,Sedan,Sedan,,,
2019-08-05T00:00:00.000,12:45,,,40.663303,-73.960625,"{'type': 'Point', 'coordinates': [-73.960625, 40.663303]}",EMPIRE BOULEVARD                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4184004,Sedan,Sedan,,,
2019-08-05T00:00:00.000,17:00,BROOKLYN,11203,40.65535,-73.930626,"{'type': 'Point', 'coordinates': [-73.930626, 40.65535]}",,,783       LENOX ROAD                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4184825,Sedan,,,,
2019-08-20T00:00:00.000,19:35,MANHATTAN,10001,40.746967,-73.99083,"{'type': 'Point', 'coordinates': [-73.99083, 40.746967]}",,,116       WEST 29 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4192472,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-10T00:00:00.000,23:35,QUEENS,11691,40.603405,-73.75386,"{'type': 'Point', 'coordinates': [-73.75386, 40.603405]}",,,1057      BEACH 21 STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4187748,Bus,Sedan,,,
2019-08-19T00:00:00.000,16:00,,,40.630577,-73.88591,"{'type': 'Point', 'coordinates': [-73.88591, 40.630577]}",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4192572,Station Wagon/Sport Utility Vehicle,,,,
2019-08-18T00:00:00.000,11:20,BROOKLYN,11212,,,,,,467       CHRISTOPHER AVE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4200742,Sedan,Sedan,,,
2019-08-03T00:00:00.000,19:00,QUEENS,11355,40.754925,-73.836044,"{'type': 'Point', 'coordinates': [-73.836044, 40.754925]}",DELONG STREET                   ,41 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4182115,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-25T00:00:00.000,21:00,BRONX,10467,40.876022,-73.862144,"{'type': 'Point', 'coordinates': [-73.862144, 40.876022]}",EAST GUN HILL ROAD              ,BARNES AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4194633,Sedan,Sedan,,,
2019-08-09T00:00:00.000,16:30,BROOKLYN,11226,40.65371,-73.95714,"{'type': 'Point', 'coordinates': [-73.95714, 40.65371]}",,,80        LENOX ROAD                    ,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,Unspecified,,,4186694,Motorcycle,Sedan,Sedan,,
2019-08-20T00:00:00.000,6:39,MANHATTAN,10013,40.718273,-74.00533,"{'type': 'Point', 'coordinates': [-74.00533, 40.718273]}",CHURCH STREET                   ,FRANKLIN STREET,,1,0,0,0,0,0,1,0,Fell Asleep,,,,,4192446,Station Wagon/Sport Utility Vehicle,,,,
2019-08-15T00:00:00.000,14:35,,,,,,CONNER STREET                   ,TILLOTSON AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4189408,Sedan,Sedan,,,
2019-08-26T00:00:00.000,8:00,,,40.782314,-73.94851,"{'type': 'Point', 'coordinates': [-73.94851, 40.782314]}",EAST 93 STREET                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4194919,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-16T00:00:00.000,16:15,,,40.554058,-74.15768,"{'type': 'Point', 'coordinates': [-74.15768, 40.554058]}",ABINGDON AVENUE                 ,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4189786,Sedan,,,,
2019-08-19T00:00:00.000,4:45,,,40.641506,-74.02111,"{'type': 'Point', 'coordinates': [-74.02111, 40.641506]}",GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,4191451,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2019-08-18T00:00:00.000,17:56,,,40.839725,-73.7837,"{'type': 'Point', 'coordinates': [-73.7837, 40.839725]}",CITY ISLAND AVENUE              ,HORTON STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4190590,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-21T00:00:00.000,16:30,,,40.730297,-73.875015,"{'type': 'Point', 'coordinates': [-73.875015, 40.730297]}",86 STREET                       ,LONG ISLAND EXPRESSWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,4194115,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-16T00:00:00.000,22:00,,,40.734768,-73.861595,"{'type': 'Point', 'coordinates': [-73.861595, 40.734768]}",LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4189778,Sedan,Sedan,,,
2019-08-21T00:00:00.000,10:00,MANHATTAN,10017,40.752464,-73.97953,"{'type': 'Point', 'coordinates': [-73.97953, 40.752464]}",,,307       MADISON AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4192335,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-29T00:00:00.000,14:15,BROOKLYN,11238,40.674168,-73.96308,"{'type': 'Point', 'coordinates': [-73.96308, 40.674168]}",,,794       WASHINGTON AVENUE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4196993,Pick-up Truck,Sedan,,,
2019-08-09T00:00:00.000,15:45,QUEENS,11377,40.754288,-73.89736,"{'type': 'Point', 'coordinates': [-73.89736, 40.754288]}",,,69-02     NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,4186123,Station Wagon/Sport Utility Vehicle,,,,
2019-08-22T00:00:00.000,14:45,,,40.76241,-73.95443,"{'type': 'Point', 'coordinates': [-73.95443, 40.76241]}",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,,,,4193084,Bus,Station Wagon/Sport Utility Vehicle,,,
2019-08-30T00:00:00.000,16:30,,,40.73886,-73.73974,"{'type': 'Point', 'coordinates': [-73.73974, 40.73886]}",GRAND CENTRAL PKWY              ,,,3,0,0,0,0,0,3,0,Other Vehicular,Unspecified,Unspecified,,,4197368,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2019-08-08T00:00:00.000,12:08,MANHATTAN,10027,40.806503,-73.94846,"{'type': 'Point', 'coordinates': [-73.94846, 40.806503]}",,,157       WEST 122 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4185650,Station Wagon/Sport Utility Vehicle,,,,
2019-08-29T00:00:00.000,19:45,MANHATTAN,10119,40.750656,-73.99088,"{'type': 'Point', 'coordinates': [-73.99088, 40.750656]}",,,1         PENNSYLVANIA PLAZA            ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4198365,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-09T00:00:00.000,18:40,BRONX,10454,40.811,-73.91724,"{'type': 'Point', 'coordinates': [-73.91724, 40.811]}",BROOK AVENUE                    ,EAST 143 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4187045,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-15T00:00:00.000,13:00,MANHATTAN,10022,40.76136,-73.972275,"{'type': 'Point', 'coordinates': [-73.972275, 40.76136]}",,,58        EAST 56 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4190842,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-07T00:00:00.000,15:35,,,40.826427,-73.950455,"{'type': 'Point', 'coordinates': [-73.950455, 40.826427]}",WEST 145 STREET                 ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4185187,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-29T00:00:00.000,10:40,MANHATTAN,10018,40.755554,-73.98982,"{'type': 'Point', 'coordinates': [-73.98982, 40.755554]}",,,274       WEST 40 STREET                ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4196573,Pick-up Truck,,,,
2019-08-03T00:00:00.000,5:53,BROOKLYN,11208,40.68081,-73.8849,"{'type': 'Point', 'coordinates': [-73.8849, 40.68081]}",ARLINGTON AVENUE                ,ELTON STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4183129,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-12T00:00:00.000,13:43,BRONX,10467,40.881073,-73.878494,"{'type': 'Point', 'coordinates': [-73.878494, 40.881073]}",EAST GUN HILL ROAD              ,BAINBRIDGE AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4187849,Bus,Station Wagon/Sport Utility Vehicle,,,
2019-08-22T00:00:00.000,16:52,QUEENS,11372,40.75612,-73.87331,"{'type': 'Point', 'coordinates': [-73.87331, 40.75612]}",,,33-24     JUNCTION BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4193055,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-19T00:00:00.000,8:30,,,40.83399,-73.86091,"{'type': 'Point', 'coordinates': [-73.86091, 40.83399]}",BENEDICT AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4191714,Station Wagon/Sport Utility Vehicle,,,,
2019-08-16T00:00:00.000,15:15,BRONX,10467,40.86543,-73.86737,"{'type': 'Point', 'coordinates': [-73.86737, 40.86543]}",ALLERTON AVENUE                 ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4190154,Sedan,Bulk Agriculture,,,
2019-08-18T00:00:00.000,16:57,,,40.857166,-73.92824,"{'type': 'Point', 'coordinates': [-73.92824, 40.857166]}",FORT GEORGE HILL                ,FAIRVIEW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4191801,Station Wagon/Sport Utility Vehicle,,,,
2019-08-23T00:00:00.000,1:14,BRONX,10473,40.816086,-73.85362,"{'type': 'Point', 'coordinates': [-73.85362, 40.816086]}",LACOMBE AVENUE                  ,PUGSLEY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4200634,Sedan,Sedan,,,
